personLookup,dictText
abraham_58,"Father of a multitude, son of Terah, named ([Gen. 11:27](/gen#Gen.11.27)) before his older brothers Nahor and Haran, because he was the heir of the promises. Till the age of seventy, Abram sojourned among his kindred in his native country of Chaldea. He then, with his father and his family and household, quitted the city of Ur, in which he had hitherto dwelt, and went some 300 miles north to Haran, where he abode fifteen years. The cause of his migration was a call from God ([Acts 7:2-4](/acts#Acts.7.2)). There is no mention of this first call in the Old Testament; it is implied, however, in [Gen. 12](/gen#Gen.12). While they tarried at Haran, Terah died at the age of 205 years. Abram now received a second and more definite call, accompanied by a promise from God ([Gen. 12:1](/gen#Gen.12.1), [2](/gen#Gen.12.2)); whereupon he took his departure, taking his nephew Lot with him, “not knowing whither he went” ([Heb. 11:8](/heb#Heb.11.8)). He trusted implicitly to the guidance of Him who had called him.

 Abram now, with a large household of probably a thousand souls, entered on a migratory life, and dwelt in tents. Passing along the valley of the Jabbok, in the land of Canaan, he formed his first encampment at Sichem ([Gen. 12:6](/gen#Gen.12.6)), in the vale or oak-grove of Moreh, between Ebal on the north and Gerizim on the south. Here he received the great promise, “I will make of thee a great nation,” etc. ([Gen. 12:2](/gen#Gen.12.2), [3](/gen#Gen.12.3), [7](/gen#Gen.12.7)). This promise comprehended not only temporal but also spiritual blessings. It implied that he was the chosen ancestor of the great Deliverer whose coming had been long ago predicted ([Gen. 3:15](/gen#Gen.3.15)). Soon after this, for some reason not mentioned, he removed his tent to the mountain district between Bethel, then called Luz, and Ai, towns about two miles apart, where he built an altar to “Jehovah.” He again moved into the southern tract of Palestine, called by the Hebrews the Negeb; and was at length, on account of a famine, compelled to go down into Egypt. This took place in the time of the Hyksos, a Semitic race which now held the Egyptians in bondage. Here occurred that case of deception on the part of Abram which exposed him to the rebuke of Pharaoh ([Gen. 12:18](/gen#Gen.12.18)). Sarai was restored to him; and Pharaoh loaded him with presents, recommending him to withdraw from the country. He returned to Canaan richer than when he left it, “in cattle, in silver, and in gold” ([Gen. 12:8](/gen#Gen.12.8); [13:2](/gen#Gen.13.2). Comp. [Ps. 105:13](/ps#Ps.105.13), [14](/ps#Ps.105.14)). The whole party then moved northward, and returned to their previous station near Bethel. Here disputes arose between Lot’s shepherds and those of Abram about water and pasturage. Abram generously gave Lot his choice of the pasture-ground. (Comp. [1 Cor. 6:7](/1cor#1Cor.6.7).) He chose the well-watered plain in which Sodom was situated, and removed thither; and thus the uncle and nephew were separated. Immediately after this Abram was cheered by a repetition of the promises already made to him, and then removed to the plain or “oak-grove” of Mamre, which is in Hebron. He finally settled here, pitching his tent under a famous oak or terebinth tree, called “the oak of Mamre” ([Gen. 13:18](/gen#Gen.13.18)). This was his third resting-place in the land.

 Some fourteen years before this, while Abram was still in Chaldea, Palestine had been invaded by Chedorlaomer, King of Elam, who brought under tribute to him the five cities in the plain to which Lot had removed. This tribute was felt by the inhabitants of these cities to be a heavy burden, and after twelve years they revolted. This brought upon them the vengeance of Chedorlaomer, who had in league with him four other kings. He ravaged the whole country, plundering the towns, and carrying the inhabitants away as slaves. Among those thus treated was Lot. Hearing of the disaster that had fallen on his nephew, Abram immediately gathered from his own household a band of 318 armed men, and being joined by the Amoritish chiefs Mamre, Aner, and Eshcol, he pursued after Chedorlaomer, and overtook him near the springs of the Jordan. They attacked and routed his army, and pursued it over the range of Anti-Libanus as far as to Hobah, near Damascus, and then returned, bringing back all the spoils that had been carried away. Returning by way of Salem, i.e., Jerusalem, the king of that place, Melchizedek, came forth to meet them with refreshments. To him Abram presented a tenth of the spoils, in recognition of his character as a priest of the most high God ([Gen. 14:18-20](/gen#Gen.14.18)).

 In a recently-discovered tablet, dated in the reign of the grandfather of Amraphel ([Gen. 14:1](/gen#Gen.14.1)), one of the witnesses is called “the Amorite, the son of Abiramu,” or Abram.

 Having returned to his home at Mamre, the promises already made to him by God were repeated and enlarged ([Gen. 13:14](/gen#Gen.13.14)). “The word of the Lord” (an expression occurring here for the first time) “came to him” (15:1). He now understood better the future that lay before the nation that was to spring from him. Sarai, now seventy-five years old, in her impatience, persuaded Abram to take Hagar, her Egyptian maid, as a concubine, intending that whatever child might be born should be reckoned as her own. Ishmael was accordingly thus brought up, and was regarded as the heir of these promises ([Gen. 16](/gen#Gen.16)). When Ishmael was thirteen years old, God again revealed yet more explicitly and fully his gracious purpose; and in token of the sure fulfilment of that purpose the patriarch’s name was now changed from Abram to Abraham ([Gen. 17:4](/gen#Gen.17.4), [5](/gen#Gen.17.5)), and the rite of circumcision was instituted as a sign of the covenant. It was then announced that the heir to these covenant promises would be the son of Sarai, though she was now ninety years old; and it was directed that his name should be Isaac. At the same time, in commemoration of the promises, Sarai’s name was changed to Sarah. On that memorable day of God’s thus revealing his design, Abraham and his son Ishmael and all the males of his house were circumcised ([Gen. 17](/gen#Gen.17)). Three months after this, as Abraham sat in his tent door, he saw three men approaching. They accepted his proffered hospitality, and, seated under an oak-tree, partook of the fare which Abraham and Sarah provided. One of the three visitants was none other than the Lord, and the other two were angels in the guise of men. The Lord renewed on this occasion his promise of a son by Sarah, who was rebuked for her unbelief. Abraham accompanied the three as they proceeded on their journey. The two angels went on toward Sodom; while the Lord tarried behind and talked with Abraham, making known to him the destruction that was about to fall on that guilty city. The patriarch interceded earnestly in behalf of the doomed city. But as not even ten righteous persons were found in it, for whose sake the city would have been spared, the threatened destruction fell upon it; and early next morning Abraham saw the smoke of the fire that consumed it as the “smoke of a furnace” ([Gen. 19:1-28](/gen#Gen.19.1)).

 After fifteen years’ residence at Mamre, Abraham moved southward, and pitched his tent among the Philistines, near to Gerar. Here occurred that sad instance of prevarication on his part in his relation to Abimelech the King ([Gen. 20](/gen#Gen.20)). Soon after this event, the patriarch left the vicinity of Gerar, and moved down the fertile valley about 25 miles to Beer-sheba. It was probably here that Isaac was born, Abraham being now an hundred years old. A feeling of jealousy now arose between Sarah and Hagar, whose son, Ishmael, was no longer to be regarded as Abraham’s heir. Sarah insisted that both Hagar and her son should be sent away. This was done, although it was a hard trial to Abraham ([Gen. 21:12](/gen#Gen.21.12)). (See  HAGAR; ISHMAEL.)

 At this point there is a blank in the patriarch’s history of perhaps twenty-five years. These years of peace and happiness were spent at Beer-sheba. The next time we see him his faith is put to a severe test by the command that suddenly came to him to go and offer up Isaac, the heir of all the promises, as a sacrifice on one of the mountains of Moriah. His faith stood the test ([Heb. 11:17-19](/heb#Heb.11.17)). He proceeded in a spirit of unhesitating obedience to carry out the command; and when about to slay his son, whom he had laid on the altar, his uplifted hand was arrested by the angel of Jehovah, and a ram, which was entangled in a thicket near at hand, was seized and offered in his stead. From this circumstance that place was called Jehovah-jireh, i.e., “The Lord will provide.” The promises made to Abraham were again confirmed (and this was the last recorded word of God to the patriarch); and he descended the mount with his son, and returned to his home at Beer-sheba ([Gen. 22:19](/gen#Gen.22.19)), where he resided for some years, and then moved northward to Hebron.

 Some years after this Sarah died at Hebron, being 127 years old. Abraham acquired now the needful possession of a burying-place, the cave of Machpelah, by purchase from the owner of it, Ephron the Hittite ([Gen. 23](/gen#Gen.23)); and there he buried Sarah. His next care was to provide a wife for Isaac, and for this purpose he sent his steward, Eliezer, to Haran (or Charran, [Acts 7:2](/acts#Acts.7.2)), where his brother Nahor and his family resided ([Gen. 11:31](/gen#Gen.11.31)). The result was that Rebekah, the daughter of Nahor’s son Bethuel, became the wife of Isaac ([Gen. 24](/gen#Gen.24)). Abraham then himself took to wife Keturah, who became the mother of six sons, whose descendants were afterwards known as the “children of the east” ([Judg. 6:3](/judg#Judg.6.3)), and later as “Saracens.” At length all his wanderings came to an end. At the age of 175 years, 100 years after he had first entered the land of Canaan, he died, and was buried in the old family burying-place at Machpelah ([Gen. 25:7-10](/gen#Gen.25.7)).

 The history of Abraham made a wide and deep impression on the ancient world, and references to it are interwoven in the religious traditions of almost all Eastern nations. He is called “the friend of God” ([James 2:23](/jas#Jas.2.23)), “faithful Abraham” ([Gal. 3:9](/gal#Gal.3.9)), “the father of us all” ([Rom. 4:16](/rom#Rom.4.16))."
absalom_59,"Father of peace; i.e., “peaceful” David’s son by Maacah ([2 Sam. 3:3](/2sam#2Sam.3.3); comp. [1 Kings 1:6](/1kgs#1Kgs.1.6)). He was noted for his personal beauty and for the extra-ordinary profusion of the hair of his head ([2 Sam. 14:25](/2sam#2Sam.14.25),[26](/2sam#2Sam.14.26)). The first public act of his life was the blood-revenge he executed against Amnon, David’s eldest son, who had basely wronged Absalom’s sister Tamar. This revenge was executed at the time of the festivities connected with a great sheep-shearing at Baal-hazor. David’s other sons fled from the place in horror, and brought the tidings of the death of Amnon to Jerusalem. Alarmed for the consequences of the act, Absalom fled to his grandfather at Geshur, and there abode for three years ([2 Sam. 3:3](/2sam#2Sam.3.3); [13:23-38](/2sam#2Sam.13.23)).

 David mourned his absent son, now branded with the guilt of fratricide. As the result of a stratagem carried out by a woman of Tekoah, Joab received David’s sanction to invite Absalom back to Jerusalem. He returned accordingly, but two years elapsed before his father admitted him into his presence ([2 Sam. 14:28](/2sam#2Sam.14.28)). Absalom was now probably the oldest surviving son of David, and as he was of royal descent by his mother as well as by his father, he began to aspire to the throne. His pretensions were favoured by the people. By many arts he gained their affection; and after his return from Geshur ([2 Sam. 15:7](/2sam#2Sam.15.7); marg., R.V.) he went up to Hebron, the old capital of Judah, along with a great body of the people, and there proclaimed himself king. The revolt was so successful that David found it necessary to quit Jerusalem and flee to Mahanaim, beyond Jordan; where upon Absalom returned to Jerusalem and took possession of the throne without opposition. Ahithophel, who had been David’s chief counsellor, deserted him and joined Absalom, whose chief counsellor he now became. Hushai also joined Absalom, but only for the purpose of trying to counteract the counsels of Ahithophel, and so to advantage David’s cause. He was so far successful that by his advice, which was preferred to that of Ahithophel, Absalom delayed to march an army against his father, who thus gained time to prepare for the defence.

 Absalom at length marched out against his father, whose army, under the command of Joab, he encountered on the borders of the forest of Ephraim. Twenty thousand of Absalom’s army were slain in that fatal battle, and the rest fled. Absalom fled on a swift mule; but his long flowing hair, or more probably his head, was caught in the bough of an oak, and there he was left suspended till Joab came up and pierced him through with three darts. His body was then taken down and cast into a pit dug in the forest, and a heap of stones was raised over his grave. When the tidings of the result of that battle were brought to David, as he sat impatiently at the gate of Mahanaim, and he was told that Absalom had been slain, he gave way to the bitter lamentation: “O my son Absalom, my son, my son Absalom! would God I had died for thee, O Absalom, my son, my son!” ([2 Sam. 18:33](/2sam#2Sam.18.33). Comp. [Ex. 32:32](/exod#Exod.32.32); [Rom. 9:3](/rom#Rom.9.3)).

 Absalom’s three sons ([2 Sam. 14:27](/2sam#2Sam.14.27); comp. 18:18) had all died before him, so that he left only a daughter, Tamar, who became the grandmother of Abijah."
achaicus_60,"([1 Cor. 16:17](/1cor#1Cor.16.17)), one of the members of the church of Corinth who, with Fortunatus and Stephanas, visited Paul while he was at Ephesus, for the purpose of consulting him on the affairs of the church. These three probably were the bearers of the letter from Corinth to the apostle to which he alludes in [1 Cor. 7:1](/1cor#1Cor.7.1)."
achan_61,"Called also Achar, i.e., one who troubles ([1 Chr. 2:7](/1chr#1Chr.2.7)), in commemoration of his crime, which brought upon him an awful destruction ([Josh. 7:1](/josh#Josh.7.1)). On the occasion of the fall of Jericho, he seized, contrary to the divine command, an ingot of gold, a quantity of silver, and a costly Babylonish garment, which he hid in his tent. Joshua was convinced that the defeat which the Israelites afterwards sustained before Ai was a proof of the divine displeasure on account of some crime, and he at once adopted means by the use of the lot for discovering the criminal. It was then found that Achan was guilty, and he was stoned to death in the valley of Achor. He and all that belonged to him were then consumed by fire, and a heap of stones was raised over the ashes."
achbor_62,An Edomitish king ([Gen. 36:38](/gen#Gen.36.38); [1 Chr. 1:49](/1chr#1Chr.1.49)).
achbor_63,"The son of Micah, one of those whom Josiah sent to the prophetess Huldah to ascertain from her the meaning of the recently discovered book of the law ([2 Chr. 34:20](/2chr#2Chr.34.20)). He is called Achbor in [2 Kings 22:12](/2kgs#2Kgs.22.12)."
achbor_64,
achim_65,
achish_66,"The king with whom David sought refuge when he fled from Saul ([1 Sam. 21:10-15](/1sam#1Sam.21.10)). He is called Abimelech in the superscription of [Ps. 34](/ps#Ps.34). It was probably this same king to whom David a second time repaired at the head of a band of 600 warriors, and who assigned him Ziklag, whence he carried on war against the surrounding tribes ([1 Sam. 27:5-12](/1sam#1Sam.27.5)). Achish had great confidence in the valour and fidelity of David ([1 Sam. 28:1](/1sam#1Sam.28.1), [2](/1sam#1Sam.28.2)), but at the instigation of his courtiers did not permit him to go up to battle along with the Philistine hosts ([1 Sam. 29:2-11](/1sam#1Sam.29.2)). David remained with Achish a year and four months."
achsa_67,
achsah_68,"Anklet, Caleb’s only daughter ([1 Chr. 2:49](/1chr#1Chr.2.49)). She was offered in marriage to the man who would lead an attack on the city of Debir, or Kirjath-sepher. This was done by Othniel (q.v.), who accordingly obtained her as his wife ([Josh. 15:16-19](/josh#Josh.15.16); [Judg. 1:9-15](/judg#Judg.1.9))."
adah_69,"The first of Lamech’s two wives, and the mother of Jabal and Jubal ([Gen. 4:19](/gen#Gen.4.19), [20](/gen#Gen.4.20), [23](/gen#Gen.4.23))."
adah_414,"The first of Esau’s three wives, the daughter of Elon the Hittite ([Gen. 36:2](/gen#Gen.36.2), [4](/gen#Gen.36.4)), called also Bashemath (26:34)."
adaiah_70,
adaiah_71,
adaiah_72,
adaiah_73,
adaiah_74,
adaiah_75,
adaiah_76,
adaiah_1592,Timely ([1 Chr. 6:21](/1chr#1Chr.6.21)). A Gershonite Levite.
adalia_77,
adam_78,"Red, a Babylonian word, the generic name for man, having the same meaning in the Hebrew and the Assyrian languages. It was the name given to the first man, whose creation, fall, and subsequent history and that of his descendants are detailed in the first book of Moses ([Gen. 1:27](/gen#Gen.1.27)-ch. 5). “God created man [Heb., Adam] in his own image, in the image of God created he him; male and female created he them.”

 Adam was absolutely the first man whom God created. He was formed out of the dust of the earth (and hence his name), and God breathed into his nostrils the breath of life, and gave him dominion over all the lower creatures ([Gen. 1:26](/gen#Gen.1.26); [2:7](/gen#Gen.2.7)). He was placed after his creation in the Garden of Eden, to cultivate it, and to enjoy its fruits under this one prohibition: “Of the tree of the knowledge of good and evil thou shalt not eat of it; for in the day that thou eatest thereof thou shalt surely die.”

 The first recorded act of Adam was his giving names to the beasts of the field and the fowls of the air, which God brought to him for this end. Thereafter the Lord caused a deep sleep to fall upon him, and while in an unconscious state took one of his ribs, and closed up his flesh again; and of this rib he made a woman, whom he presented to him when he awoke. Adam received her as his wife, and said, “This is now bone of my bones, and flesh of my flesh: she shall be called Woman, because she was taken out of Man.” He called her Eve, because she was the mother of all living.

 Being induced by the tempter in the form of a serpent to eat the forbidden fruit, Eve persuaded Adam, and he also did eat. Thus man fell, and brought upon himself and his posterity all the sad consequences of his transgression. The narrative of the Fall comprehends in it the great promise of a Deliverer ([Gen. 3:15](/gen#Gen.3.15)), the “first gospel” message to man. They were expelled from Eden, and at the east of the garden God placed a flame, which turned every way, to prevent access to the tree of life ([Gen. 3](/gen#Gen.3)). How long they were in Paradise is matter of mere conjecture.

 Shortly after their expulsion Eve brought forth her first-born, and called him Cain. Although we have the names of only three of Adam’s sons, viz., Cain, Abel, and Seth, yet it is obvious that he had several sons and daughters ([Gen. 5:4](/gen#Gen.5.4)). He died aged 930 years.

 Adam and Eve were the progenitors of the whole human race. Evidences of varied kinds are abundant in proving the unity of the human race. The investigations of science, altogether independent of historical evidence, lead to the conclusion that God “hath made of one blood all nations of men for to dwell on all the face of the earth” ([Acts 17:26](/acts#Acts.17.26). Comp. [Rom. 5:12-12](/rom#Rom.5.12); [1 Cor. 15:22-49](/1cor#1Cor.15.22))."
