EventID,Reference,Concatenated_Text
2028,Amos 8:1-3,"[Amos] [ch 8] [verse 1] Thus the Lord Jehovah showed me: and, behold, a basket of summer fruit. [verse 2] And he said, Amos, what seest thou? And I said, A basket of summer fruit. Then said Jehovah unto me, The end is come upon my people Israel; I will not again pass by them any more. [verse 3] And the songs of the temple shall be wailings in that day, saith the Lord Jehovah: the dead bodies shall be many: in every place shall they cast them forth with silence."
2029,Amos 8:11-12,"[Amos] [ch 8] [verse 11] Behold, the days come, saith the Lord Jehovah, that I will send a famine in the land, not a famine of bread, nor a thirst for water, but of hearing the words of Jehovah. [verse 12] And they shall wander from sea to sea, and from the north even to the east; they shall run to and fro to seek the word of Jehovah, and shall not find it."
2030,Amos 9:1-4,"[Amos] [ch 9] [verse 1] I saw the Lord standing beside the altar: and he said, Smite the capitals, that the thresholds may shake; and break them in pieces on the head of all of them; and I will slay the last of them with the sword: there shall not one of them flee away, and there shall not one of them escape. [verse 2] Though they dig into Sheol, thence shall my hand take them; and though they climb up to heaven, thence will I bring them down. [verse 3] And though they hide themselves in the top of Carmel, I will search and take them out thence; and though they be hid from my sight in the bottom of the sea, thence will I command the serpent, and it shall bite them. [verse 4] And though they go into captivity before their enemies, thence will I command the sword, and it shall slay them: and I will set mine eyes upon them for evil, and not for good."
2031,Amos 9:2-4,"[Amos] [ch 9] [verse 2] Though they dig into Sheol, thence shall my hand take them; and though they climb up to heaven, thence will I bring them down. [verse 3] And though they hide themselves in the top of Carmel, I will search and take them out thence; and though they be hid from my sight in the bottom of the sea, thence will I command the serpent, and it shall bite them. [verse 4] And though they go into captivity before their enemies, thence will I command the sword, and it shall slay them: and I will set mine eyes upon them for evil, and not for good."
2032,Amos 9:5-6,"[Amos] [ch 9] [verse 5] For the Lord, Jehovah of hosts, [is] he that toucheth the land and it melteth, and all that dwell therein shall mourn; and it shall rise up wholly like the River, and shall sink again, like the River of Egypt; [verse 6] [ it is] he that buildeth his chambers in the heavens, and hath founded his vault upon the earth; he that calleth for the waters of the sea, and poureth them out upon the face of the earth; Jehovah is his name."
2033,Amos 9:9,"[Amos] [ch 9] [verse 9] For, lo, I will command, and I will sift the house of Israel among all the nations, like as [grain] is sifted in a sieve, yet shall not the least kernel fall upon the earth."
2034,Amos 9:11-12,"[Amos] [ch 9] [verse 11] In that day will I raise up the tabernacle of David that is fallen, and close up the breaches thereof; and I will raise up its ruins, and I will build it as in the days of old; [verse 12] that they may possess the remnant of Edom, and all the nations that are called by my name, saith Jehovah that doeth this."
2035,Amos 9:13,"[Amos] [ch 9] [verse 13] Behold, the days come, saith Jehovah, that the plowman shall overtake the reaper, and the treader of grapes him that soweth seed; and the mountains shall drop sweet wine, and all the hills shall melt."
2036,Amos 9:14-15,"[Amos] [ch 9] [verse 14] And I will bring back the captivity of my people Israel, and they shall build the waste cities, and inhabit them; and they shall plant vineyards, and drink the wine thereof; they shall also make gardens, and eat the fruit of them. [verse 15] And I will plant them upon their land, and they shall no more be plucked up out of their land which I have given them, saith Jehovah thy God."
2037,Obadiah 1:1,"[Obadiah] [ch 1] [verse 1] The vision of Obadiah. Thus saith the Lord Jehovah concerning Edom: We have heard tidings from Jehovah, and an ambassador is sent among the nations, [saying], Arise ye, and let us rise up against her in battle."
2038,Obadiah 1:1,"[Obadiah] [ch 1] [verse 1] The vision of Obadiah. Thus saith the Lord Jehovah concerning Edom: We have heard tidings from Jehovah, and an ambassador is sent among the nations, [saying], Arise ye, and let us rise up against her in battle."
2039,Obadiah 1:2-4,"[Obadiah] [ch 1] [verse 2] Behold, I have made thee small among the nations: thou art greatly despised. [verse 3] The pride of thy heart hath deceived thee, O thou that dwellest in the clefts of the rock, whose habitation is high; that saith in his heart, Who shall bring me down to the ground? [verse 4] Though thou mount on high as the eagle, and though thy nest be set among the stars, I will bring thee down from thence, saith Jehovah."
2040,Obadiah 1:5-6,"[Obadiah] [ch 1] [verse 5] If thieves came to thee, if robbers by night (how art thou cut off!), would they not steal [only] till they had enough? if grape-gatherers came to thee, would they not leave some gleaning grapes? [verse 6] How are [the things of] Esau searched! how are his hidden treasures sought out!"
2041,Obadiah 1:8,"[Obadiah] [ch 1] [verse 8] Shall I not in that day, saith Jehovah, destroy the wise men out of Edom, and understanding out of the mount of Esau?"
2042,Obadiah 1:10-14,"[Obadiah] [ch 1] [verse 10] For the violence done to thy brother Jacob, shame shall cover thee, and thou shalt be cut off for ever. [verse 11] In the day that thou stoodest on the other side, in the day that strangers carried away his substance, and foreigners entered into his gates, and cast lots upon Jerusalem, even thou wast as one of them. [verse 12] But look not thou on the day of thy brother in the day of his disaster, and rejoice not over the children of Judah in the day of their destruction; neither speak proudly in the day of distress. [ [verse 13] Enter not into the gate of my people in the day of their calamity; yea, look not thou on their affliction in the day of their calamity, neither lay ye [hands] on their substance in the day of their calamity. [verse 14] And stand thou not in the crossway, to cut off those of his that escape; and deliver not up those of his that remain in the day of distress."
2043,Obadiah 1:15,"[Obadiah] [ch 1] [verse 15] For the day of Jehovah is near upon all the nations: as thou hast done, it shall be done unto thee; thy dealing shall return upon thine own head."
2044,Obadiah 1:17,"[Obadiah] [ch 1] [verse 17] But in mount Zion there shall be those that escape, and it shall be holy; and the house of Jacob shall possess their possessions."
2045,Obadiah 1:18,"[Obadiah] [ch 1] [verse 18] And the house of Jacob shall be a fire, and the house of Joseph a flame, and the house of Esau for stubble, and they shall burn among them, and devour them; and there shall not be any remaining to the house of Esau; for Jehovah hath spoken it."
2046,Obadiah 1:19-20,"[Obadiah] [ch 1] [verse 19] And they of the South shall possess the mount of Esau, and they of the lowland the Philistines; and they shall possess the field of Ephraim, and the field of Samaria; and Benjamin [shall possess] Gilead. [verse 20] And the captives of this host of the children of Israel, that are [among] the Canaanites, [shall possess] even unto Zarephath; and the captives of Jerusalem, that are in Sepharad, shall possess the cities of the South."
2047,Obadiah 1:21,[Obadiah] [ch 1] [verse 21] And saviours shall come up on mount Zion to judge the mount of Esau; and the kingdom shall be Jehovah's.
2048,Jonah 1:1-2,"[Jonah] [ch 1] [verse 1] Now the word of Jehovah came unto Jonah the son of Amittai, saying, [verse 2] Arise, go to Nineveh, that great city, and cry against it; for their wickedness is come up before me."
2049,Jonah 1:4,"[Jonah] [ch 1] [verse 4] But Jehovah sent out a great wind upon the sea, and there was a mighty tempest on the sea, so that the ship was like to be broken."
2050,Jonah 1:7,"[Jonah] [ch 1] [verse 7] And they said every one to his fellow, Come, and let us cast lots, that we may know for whose cause this evil is upon us. So they cast lots, and the lot fell upon Jonah."
2051,Jonah 1:17,[Jonah] [ch 1] [verse 17] And Jehovah prepared a great fish to swallow up Jonah; and Jonah was in the belly of the fish three days and three nights.
2052,Jonah 1:17,[Jonah] [ch 1] [verse 17] And Jehovah prepared a great fish to swallow up Jonah; and Jonah was in the belly of the fish three days and three nights.
