folder_name,name,coordinates,LineString,Point,Polygon,description,styleUrl
Aiath,Aiath / Khirbet Haiyan,"35.270379,31.905169",,,,another name for Ai 1,#landpoint
Aiath,Aiath / Khirbet Haiyan,"35.270379,31.905169",,,,,#landpoint
Aija,Aija / Et Tell,"35.261111,31.916944",,,,another name for Ai 1,#landpoint
Aija,Aija / Khirbet el Maqatir,"35.2496,31.91476",,,,another name for Ai 1,#landpoint
Aija,Aija / Khirbet Nisieh,"35.228619,31.897515",,,,another name for Ai 1,#landpoint
Aija,Aija / Khirbet Ibn Baraq,"35.2464,31.9125",,,,another name for Ai 1,#landpoint
Aija,Aija / Khirbet Haiyan,"35.270379,31.905169",,,,another name for Ai 1,#landpoint
Aija,Aija / Et Tell,"35.261111,31.916944",,,,another name for Aiath,#landpoint
Aija,Aija / Khirbet el Maqatir,"35.2496,31.91476",,,,another name for Aiath,#landpoint
Aija,Aija / Khirbet Nisieh,"35.228619,31.897515",,,,another name for Aiath,#landpoint
Aija,Aija / Khirbet Ibn Baraq,"35.2464,31.9125",,,,another name for Aiath,#landpoint
Aija,Aija / Khirbet Haiyan,"35.270379,31.905169",,,,another name for Aiath,#landpoint
Aijalon 1,Aijalon 1 / Yalo,"35.023611,31.841111",,,,,#landpoint
Aijalon 1,Aijalon 1 / Tell el Kokah,"35.0263,31.8401",,,,,#landpoint
Aijalon 1,Aijalon 1 / Khirbet Haiyan,"35.270379,31.905169",,,,,#landpoint
Aijalon 2,Aijalon 2 / Khirbet el Lon,"35.2733,32.7689",,,,,#landpoint
Aijalon 2,Aijalon 2 / Tel el Butmeh,"35.309023,32.814086",,,,,#landpoint
Aijalon 2,Aijalon 2 / within 10 km of Rumana,,,,,within 10 km of Rimmon 3,#region
Aijalon 2,Aijalon 2 / within 10 km of Rumana,"35.310556,32.788056",,,,within 10 km of Rimmon 3,#landrepresentativepoint
Aijalon 2,Aijalon 2 / within 10 km of Horbat Rumah,,,,,within 10 km of Rimmon 3,#region
Aijalon 2,Aijalon 2 / within 10 km of Horbat Rumah,"35.29321,32.78892",,,,within 10 km of Rimmon 3,#landrepresentativepoint
Aijalon 2,Aijalon 2 / within 10 km of Tel Hanaton,,,,,within 10 km of Rimmon 3,#region
Aijalon 2,Aijalon 2 / within 10 km of Tel Hanaton,"35.256944,32.785556",,,,within 10 km of Rimmon 3,#landrepresentativepoint
Aijalon 2,Aijalon 2 / within 10 km of Qarn Hattin,,,,,within 10 km of Rimmon 3,#region
Aijalon 2,Aijalon 2 / within 10 km of Qarn Hattin,"35.459722,32.799722",,,,within 10 km of Rimmon 3,#landrepresentativepoint
Ain 1,Ain 1 / Khirbet Ayun,"35.66791,32.71865",,,,,#landpoint
Ain 1,Ain 1 / Khirbet Dufnah,"35.636569,33.238681",,,,,#landpoint
Ain 1,Ain 1 / Ain ez Zarqa,"36.373056,34.352222",,,,,#landpoint
Ain 1,Ain 1 / Banias,"35.693333,33.246111",,,,,#landpoint
Ain 1,Ain 1 / Tel Dan,"35.652,33.249",,,,another name for Dan,#landpoint
Ain 1,Ain 1 / Tell Dibbine,"35.59,33.345278",,,,another name for Ijon,#landpoint
Ain 1,Ain 1 / Marjaayoun,"35.5921,33.3611",,,,another name for Ijon,#landpoint
Ain 2,Ain 2 / Khirbet Umm er Rammamin,"34.86489,31.37124",,,,another name for En-rimmon,#landpoint
Ain 2,Ain 2 / Tel Halif,"34.86564,31.38333",,,,another name for En-rimmon,#landpoint
Ain 2,Ain 2 / Khirbet Asan,"34.797404,31.281372",,,,another name for Ashan,#landpoint
Ain 2,Ain 2 / Tell Beit Mirsim,"34.9098,31.4558",,,,another name for Ashan,#landpoint
Ain 2,Ain 2 / Tel Goded,"34.916611,31.633361",,,,another name for Ashan,#landpoint
Ain 2,Ain 2 / Khirbet Muleh,"34.646389,31.29",,,,another name for Ashan,#landpoint
Ain 2,Ain 2 / Khirbet Asan,"34.797404,31.281372",,,,,#landpoint
Ain 2,Ain 2 / Horbat Anim,"35.063521,31.353601",,,,,#landpoint
Ain 3,Ain 3 / Khirbet Asan,"34.797404,31.281372",,,,another name for Ashan,#landpoint
Ain 3,Ain 3 / Tell Beit Mirsim,"34.9098,31.4558",,,,another name for Ashan,#landpoint
Ain 3,Ain 3 / Tel Goded,"34.916611,31.633361",,,,another name for Ashan,#landpoint
Ain 3,Ain 3 / Khirbet Muleh,"34.646389,31.29",,,,another name for Ashan,#landpoint
Ain 3,Ain 3 / Khirbet Umm er Rammamin,"34.86489,31.37124",,,,another name for Ain 2,#landpoint
Ain 3,Ain 3 / Tel Halif,"34.86564,31.38333",,,,another name for Ain 2,#landpoint
Ain 3,Ain 3 / Khirbet Asan,"34.797404,31.281372",,,,another name for Ain 2,#landpoint
Ain 3,Ain 3 / Horbat Anim,"35.063521,31.353601",,,,another name for Ain 2,#landpoint
Ain 3,Ain 3 / Tell Beit Mirsim,"34.9098,31.4558",,,,another name for Ain 2,#landpoint
Ain 3,Ain 3 / Tel Goded,"34.916611,31.633361",,,,another name for Ain 2,#landpoint
Ain 3,Ain 3 / Khirbet Muleh,"34.646389,31.29",,,,another name for Ain 2,#landpoint
"Akeldama (Field of Blood, Aceldama)",Akeldama,"35.23288,31.76841",,,,,#landpoint
"Akrabbim (Scorpion Pass, Scorpion Ascent, Scorpions’ Ascent, Ascent of Akrabbim)",Akrabbim / Ma’ale Akrabbim,"35.129549,30.902354 35.129512,30.902508 35.129556,30.902595 35.129647,30.902661 35.131343,30.903272 35.131527,30.903382 35.131418,30.903589 35.13111,30.90413 35.131089,30.904262 35.131182,30.904643 35.131238,30.904698 35.131545,30.90476 35.131572,30.904843 35.13145,30.90491 35.131147,30.904928 35.130327,30.905036 35.130259,30.905119 35.130422,30.905203 35.131062,30.905382 35.13135,30.905504 35.131884,30.905656 35.131873,30.90576 35.131693,30.90582 35.13094,30.905983 35.130869,30.906039 35.130882,30.906104 35.131006,30.906122 35.131198,30.906122 35.13203,30.906214 35.132018,30.90632 35.131755,30.906422 35.13129,30.906554 35.13123,30.906624 35.131253,30.906705 35.131561,30.906654 35.132015,30.906677 35.132275,30.906711 35.132296,30.906815 35.132147,30.906885 35.131921,30.906913 35.131646,30.906982 35.131525,30.907062 35.131472,30.907189 35.13152,30.907312 35.131648,30.907336 35.131987,30.907232 35.132287,30.907196 35.132469,30.907195 35.132565,30.907256 35.132535,30.907353 35.132083,30.907487 35.132064,30.907554 35.132205,30.907803 35.132145,30.907983 35.131867,30.908158 35.131449,30.908373 35.131362,30.908448 35.131374,30.908547 35.131472,30.908566 35.132517,30.908512 35.132581,30.908539 35.132573,30.908645 35.132241,30.908768 35.131747,30.90905 35.131719,30.909095 35.131723,30.909146 35.131757,30.909192 35.131878,30.909198 35.132098,30.90919 35.132645,30.909167 35.133416,30.909285 35.133443,30.909397 35.133248,30.909522 35.132878,30.909644 35.132403,30.910016 35.132414,30.910131",,,,,#path
"Akrabbim (Scorpion Pass, Scorpion Ascent, Scorpions’ Ascent, Ascent of Akrabbim)",Akrabbim / Ma’ale Akrabbim,"35.131259,30.906602",,,,,#landrepresentativepoint
"Akrabbim (Scorpion Pass, Scorpion Ascent, Scorpions’ Ascent, Ascent of Akrabbim)",Akrabbim / Jebel Umm al Aqarib,"35.576667,31.194167",,,,,#landpoint
Alemeth (Allemeth),Alemeth / Khirbet Almit,"35.273498,31.824903",,,,,#landpoint
Alexandria,Alexandria,"29.8965,31.1825",,,,,#landpoint
"Allammelech (Allammelek, Alammelech, Allamelech)",Allammelech / Tel Alil,"35.155668,32.771772",,,,,#landpoint
"Allammelech (Allammelek, Alammelech, Allamelech)",Allammelech / Tel Nahal,"35.07006,32.7988",,,,,#landpoint
Allon,Allon / in Hanot Taggarim,"35.41064,32.72113",,,,in Zaanannim,#landpoint
Allon,Allon / in Lejjun,"35.177778,32.574722",,,,in Zaanannim,#landpoint
Allon,Allon / in Khirbet Bessum,"35.481228,32.734475",,,,in Zaanannim,#landpoint
Allon,Allon / in Shajarat el Kalb,"35.5311,32.6848",,,,in Zaanannim,#landpoint
"Allon-bacuth (Allon Bakuth, Oak of Weeping, Allon Bachuth)",Allon-bacuth / within 1 km of Beitin,,,,,within 1 km of Bethel 1,#region
"Allon-bacuth (Allon Bakuth, Oak of Weeping, Allon Bachuth)",Allon-bacuth / within 1 km of Beitin,"35.241389,31.922778",,,,within 1 km of Bethel 1,#landrepresentativepoint
"Allon-bacuth (Allon Bakuth, Oak of Weeping, Allon Bachuth)",Allon-bacuth / within 1 km of Al Bira,,,,,within 1 km of Bethel 1,#region
"Allon-bacuth (Allon Bakuth, Oak of Weeping, Allon Bachuth)",Allon-bacuth / within 1 km of Al Bira,"35.214958,31.905142",,,,within 1 km of Bethel 1,#landrepresentativepoint
"Allon-bacuth (Allon Bakuth, Oak of Weeping, Allon Bachuth)",Allon-bacuth / within 1 km of Burj Beitin,,,,,within 1 km of Bethel 1,#region
"Allon-bacuth (Allon Bakuth, Oak of Weeping, Allon Bachuth)",Allon-bacuth / within 1 km of Burj Beitin,"35.245478,31.921866",,,,within 1 km of Bethel 1,#landrepresentativepoint
Almon,Almon / Khirbet Almit,"35.273498,31.824903",,,,another name for Alemeth,#landpoint
Almon,Almon / Khirbet Almit,"35.273498,31.824903",,,,,#landpoint
Almon-diblathaim (Almon-Diblatayim),Almon-diblathaim / Duleilat esh Sharqiyeh,"35.826578,31.638727",,,,another name for Beth-diblathaim,#landpoint
Almon-diblathaim (Almon-Diblatayim),Almon-diblathaim / Duleilat el Gharbiyeh,"35.793646,31.619221",,,,another name for Beth-diblathaim,#landpoint
Almon-diblathaim (Almon-Diblatayim),Almon-diblathaim / Khirbet Libb,"35.761261,31.60634",,,,another name for Beth-diblathaim,#landpoint
Almon-diblathaim (Almon-Diblatayim),Almon-diblathaim / Khirbet et Teim,"35.774441,31.69557",,,,another name for Beth-diblathaim,#landpoint
Almon-diblathaim (Almon-Diblatayim),Almon-diblathaim / Duleilat esh Sharqiyeh,"35.826578,31.638727",,,,,#landpoint
Almon-diblathaim (Almon-Diblatayim),Almon-diblathaim / Duleilat el Gharbiyeh,"35.793646,31.619221",,,,,#landpoint
Almon-diblathaim (Almon-Diblatayim),Almon-diblathaim / Khirbet el Qureiye,"35.694296,31.708935",,,,,#landpoint
Alush,Alush / along Wadi el Esh,"33.765422,28.759852 33.767295,28.768176 33.767339,28.768558 33.767493,28.770311 33.767546,28.770735 33.768147,28.772841 33.768368,28.773509 33.771428,28.781184 33.771672,28.781906 33.772651,28.785999 33.772678,28.786168 33.772882,28.788032 33.772913,28.788212 33.772995,28.788453 33.77471,28.791906 33.77471,28.792822 33.774187,28.794884 33.774612,28.7958 33.774187,28.797117 33.77337,28.797804 33.770822,28.803416 33.768698,28.809486 33.767032,28.816013 33.765627,28.821882 33.764679,28.826347 33.76432,28.82961 33.76432,28.83253 33.765006,28.837338 33.765364,28.839998 33.765757,28.84292 33.766296,28.844954 33.770639,28.852947 33.771933,28.858229 33.77191,28.860981 33.772834,28.867921 33.774022,28.870593 33.775356,28.880123 33.775787,28.883204 33.776397,28.885419 33.784772,28.915813 33.785418,28.917333 33.786382,28.918677 33.788162,28.920879 33.789714,28.922051",,,,,#path
Alush,Alush / along Wadi el Esh,"33.767493,28.770311",,,,,#landrepresentativepoint
Ama,Ama / along the Karkheh River,"47.198778,33.292032 47.231899,33.249278 47.263607,33.252645 47.274734,33.233707 47.348964,33.221317 47.355926,33.203029 47.397982,33.202132 47.436123,33.172741 47.434816,33.154422 47.472889,33.146725 47.489937,33.113933 47.522597,33.106048 47.529325,33.08357 47.549868,33.089763 47.590314,33.047947 47.815295,32.970814 47.842553,32.936858 47.868512,32.940146 47.890052,32.912139 47.932797,32.899218 47.979273,32.842355 48.003235,32.852601 48.038436,32.827097 48.055082,32.784264 48.067326,32.788017 48.051632,32.769592 48.067672,32.761428 48.062725,32.736579 48.085568,32.71831 48.063084,32.708362 48.088062,32.689578 47.967724,32.657513 47.952688,32.634542 47.988313,32.610863 47.919994,32.600205 47.929114,32.581492 47.901209,32.56662 47.940797,32.55991 47.934391,32.533119 47.953659,32.535045 47.942131,32.515905 47.987407,32.535749 48.063054,32.496305 48.12734,32.494539 48.155586,32.454629 48.144576,32.439611 48.167641,32.259679 48.225925,32.17857 48.204733,32.131066 48.225959,32.090094 48.210492,32.081865 48.224663,32.060269 48.252322,32.057682 48.232663,32.035819 48.277628,32.000906 48.235056,31.967606 48.238657,31.945942 48.260745,31.951329 48.240561,31.935597 48.264581,31.937087 48.251075,31.887859 48.309887,31.874425 48.308019,31.861822 48.354534,31.866492 48.332095,31.848324 48.39448,31.820734 48.379884,31.816641 48.391236,31.801997 48.425089,31.809308 48.411481,31.784164 48.45157,31.787636 48.453639,31.773212 48.424749,31.777521 48.479469,31.746654 48.480852,31.714455 48.520847,31.680378 48.580955,31.65674 48.566974,31.643595 48.590325,31.620301 48.548652,31.60284 48.542003,31.579601 48.464016,31.58298 48.473834,31.559082 48.443437,31.557136 48.43413,31.533166 48.462626,31.503732 48.375405,31.460352 48.381591,31.494862 48.343686,31.477596 48.284854,31.534123 48.047837,31.658079 48.02827,31.706766 47.975851,31.740141 47.900969,31.776066 47.875575,31.779502 47.865089,31.760415",,,,along the Uqnu,#path
Ama,Ama / along the Karkheh River,"47.869402,31.782302",,,,along the Uqnu,#landrepresentativepoint
Ama,Ama / along the Karun River,"50.469074,31.635166 50.471925,31.599094 50.393596,31.600553 50.360664,31.559956 50.226809,31.621496 50.174967,31.673733 50.116328,31.795529 50.087066,31.803549 50.030524,31.92895 49.829113,32.046115 49.842986,32.088249 49.814977,32.105796 49.813826,32.145138 49.782085,32.126297 49.750796,32.147205 49.742416,32.177134 49.766961,32.217295 49.738373,32.26427 49.620576,32.167705 49.636085,32.130712 49.608162,32.031387 49.50703,32.000835 49.382318,32.028243 49.328198,32.113486 49.333177,32.145569 49.141587,32.217127 49.137864,32.250413 49.106935,32.244628 49.089232,32.270404 49.067821,32.257981 49.015293,32.310518 48.979795,32.300972 48.958346,32.262094 48.839863,32.280049 48.814015,32.171319 48.889735,32.133231 48.886782,32.106328 48.8637,32.097452 48.861897,32.053438 48.776436,32.001747 48.774814,31.975686 48.798195,31.955544 48.786024,31.942635 48.819895,31.929826 48.809105,31.915724 48.849201,31.908554 48.832866,31.899105 48.881214,31.866576 48.88061,31.832183 48.856099,31.827042 48.874977,31.783494 48.831943,31.790704 48.823023,31.768611 48.841815,31.748279 48.825005,31.688136 48.871395,31.692381 48.858335,31.666877 48.885862,31.64139 48.87106,31.483003 48.829852,31.490762 48.819613,31.464469 48.797493,31.500513 48.78155,31.475457 48.81505,31.43976 48.757304,31.440213 48.755275,31.369323 48.688404,31.381236 48.701952,31.350267 48.637286,31.239032 48.631103,31.270428 48.583933,31.263933 48.608894,31.235316 48.566237,31.254553 48.578066,31.211279 48.543575,31.206552 48.545981,31.180854 48.497842,31.161703 48.473606,31.184756 48.45518,31.142125 48.376834,31.108739 48.372818,31.071713 48.410058,31.037631 48.362597,31.022526 48.382721,30.99401 48.359353,30.980692 48.348235,30.920436 48.362871,30.906864 48.383945,30.926369 48.39587,30.889345 48.454265,30.885246 48.409845,30.835498 48.458618,30.857705 48.474935,30.835303 48.435944,30.81434 48.449474,30.788691 48.428039,30.781079 48.425934,30.750183 48.324028,30.663391 48.346033,30.624646 48.324471,30.605784 48.364602,30.593622 48.331827,30.539145 48.207467,30.429933 48.162486,30.426156",,,,along the Uqnu,#path
Ama,Ama / along the Karun River,"48.1654,30.4275",,,,along the Uqnu,#landrepresentativepoint
Amad,Amad / within 10 km of Mount Carmel,,,,,,#region
Amad,Amad / within 10 km of Mount Carmel,"35.023333,32.6725",,,,,#landrepresentativepoint
Amad,Amad / Umm al Amad,"35.171797,32.7295",,,,,#landpoint
Amalek,Amalek (60% confidence),,,,,,#landisobands
Amalek,Amalek (50% confidence),,,,,,#landisobands
Amalek,Amalek (40% confidence),,,,,,#landisobands
Amalek,Amalek (30% confidence),,,,,,#landisobands
Amalek,Amalek (20% confidence),,,,,,#landisobands
Amalek,Amalek (10% confidence),,,,,,#landisobands
Amalek,Amalek,"34.422222,30.648333",,,,,#landrepresentativepoint
Amam,Amam / Be’er Nevatim,"34.90684,31.2185",,,,,#landpoint
Amam,Amam / Bir el Esani,"34.58011,31.19186",,,,,#landpoint
Amam,Amam / Nahal Yattir 205,"34.897308,31.243718",,,,,#landpoint
Amana (Mount Amana),Amana / Jebel Zabadani,,,,,,#region
Amana (Mount Amana),Amana / Jebel Zabadani,"36.031667,33.688889",,,,,#landrepresentativepoint
Amana (Mount Amana),Amana / Mount Amana,"35.963333,33.567778",,,,,#landpoint
Amate,Amate / along the Karkheh River,"47.198778,33.292032 47.231899,33.249278 47.263607,33.252645 47.274734,33.233707 47.348964,33.221317 47.355926,33.203029 47.397982,33.202132 47.436123,33.172741 47.434816,33.154422 47.472889,33.146725 47.489937,33.113933 47.522597,33.106048 47.529325,33.08357 47.549868,33.089763 47.590314,33.047947 47.815295,32.970814 47.842553,32.936858 47.868512,32.940146 47.890052,32.912139 47.932797,32.899218 47.979273,32.842355 48.003235,32.852601 48.038436,32.827097 48.055082,32.784264 48.067326,32.788017 48.051632,32.769592 48.067672,32.761428 48.062725,32.736579 48.085568,32.71831 48.063084,32.708362 48.088062,32.689578 47.967724,32.657513 47.952688,32.634542 47.988313,32.610863 47.919994,32.600205 47.929114,32.581492 47.901209,32.56662 47.940797,32.55991 47.934391,32.533119 47.953659,32.535045 47.942131,32.515905 47.987407,32.535749 48.063054,32.496305 48.12734,32.494539 48.155586,32.454629 48.144576,32.439611 48.167641,32.259679 48.225925,32.17857 48.204733,32.131066 48.225959,32.090094 48.210492,32.081865 48.224663,32.060269 48.252322,32.057682 48.232663,32.035819 48.277628,32.000906 48.235056,31.967606 48.238657,31.945942 48.260745,31.951329 48.240561,31.935597 48.264581,31.937087 48.251075,31.887859 48.309887,31.874425 48.308019,31.861822 48.354534,31.866492 48.332095,31.848324 48.39448,31.820734 48.379884,31.816641 48.391236,31.801997 48.425089,31.809308 48.411481,31.784164 48.45157,31.787636 48.453639,31.773212 48.424749,31.777521 48.479469,31.746654 48.480852,31.714455 48.520847,31.680378 48.580955,31.65674 48.566974,31.643595 48.590325,31.620301 48.548652,31.60284 48.542003,31.579601 48.464016,31.58298 48.473834,31.559082 48.443437,31.557136 48.43413,31.533166 48.462626,31.503732 48.375405,31.460352 48.381591,31.494862 48.343686,31.477596 48.284854,31.534123 48.047837,31.658079 48.02827,31.706766 47.975851,31.740141 47.900969,31.776066 47.875575,31.779502 47.865089,31.760415",,,,along the Uqnu,#path
Amate,Amate / along the Karkheh River,"47.869402,31.782302",,,,along the Uqnu,#landrepresentativepoint
Amate,Amate / along the Karun River,"50.469074,31.635166 50.471925,31.599094 50.393596,31.600553 50.360664,31.559956 50.226809,31.621496 50.174967,31.673733 50.116328,31.795529 50.087066,31.803549 50.030524,31.92895 49.829113,32.046115 49.842986,32.088249 49.814977,32.105796 49.813826,32.145138 49.782085,32.126297 49.750796,32.147205 49.742416,32.177134 49.766961,32.217295 49.738373,32.26427 49.620576,32.167705 49.636085,32.130712 49.608162,32.031387 49.50703,32.000835 49.382318,32.028243 49.328198,32.113486 49.333177,32.145569 49.141587,32.217127 49.137864,32.250413 49.106935,32.244628 49.089232,32.270404 49.067821,32.257981 49.015293,32.310518 48.979795,32.300972 48.958346,32.262094 48.839863,32.280049 48.814015,32.171319 48.889735,32.133231 48.886782,32.106328 48.8637,32.097452 48.861897,32.053438 48.776436,32.001747 48.774814,31.975686 48.798195,31.955544 48.786024,31.942635 48.819895,31.929826 48.809105,31.915724 48.849201,31.908554 48.832866,31.899105 48.881214,31.866576 48.88061,31.832183 48.856099,31.827042 48.874977,31.783494 48.831943,31.790704 48.823023,31.768611 48.841815,31.748279 48.825005,31.688136 48.871395,31.692381 48.858335,31.666877 48.885862,31.64139 48.87106,31.483003 48.829852,31.490762 48.819613,31.464469 48.797493,31.500513 48.78155,31.475457 48.81505,31.43976 48.757304,31.440213 48.755275,31.369323 48.688404,31.381236 48.701952,31.350267 48.637286,31.239032 48.631103,31.270428 48.583933,31.263933 48.608894,31.235316 48.566237,31.254553 48.578066,31.211279 48.543575,31.206552 48.545981,31.180854 48.497842,31.161703 48.473606,31.184756 48.45518,31.142125 48.376834,31.108739 48.372818,31.071713 48.410058,31.037631 48.362597,31.022526 48.382721,30.99401 48.359353,30.980692 48.348235,30.920436 48.362871,30.906864 48.383945,30.926369 48.39587,30.889345 48.454265,30.885246 48.409845,30.835498 48.458618,30.857705 48.474935,30.835303 48.435944,30.81434 48.449474,30.788691 48.428039,30.781079 48.425934,30.750183 48.324028,30.663391 48.346033,30.624646 48.324471,30.605784 48.364602,30.593622 48.331827,30.539145 48.207467,30.429933 48.162486,30.426156",,,,along the Uqnu,#path
Amate,Amate / along the Karun River,"48.1654,30.4275",,,,along the Uqnu,#landrepresentativepoint
Amaw,Amaw / between Aleppo and Carchemish,,,,,,#region
Amaw,Amaw / between Aleppo and Carchemish,"38.0865,36.7014",,,,,#landrepresentativepoint
Amaw / Ammon,Amaw (90% confidence),,,,,,#landisobands
Amaw / Ammon,Amaw (80% confidence),,,,,,#landisobands
Amaw / Ammon,Amaw (70% confidence),,,,,,#landisobands
